,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
3582,55,157.96103896103895,-0.8226951496343422,-0.3408034338749948,165.0,150.0,64.10868302983103,25.0,240.0,141.42857142857144,202.5,61.071428571428555,bugsysservant,20091105,Adult,American,Male
3584,85,179.4106442577031,0.03129957674768677,-1.421822535822167,170.0,225.0,49.66927138603679,95.0,270.0,140.0,225.0,85.0,bunninmonkey,20150904,Adult,British,Male
3585,156,179.0491452991453,-0.06926555454998869,-1.4368400089249669,177.5,230.0,52.48984475078492,90.0,275.0,130.0,230.0,100.0,bunninmonkey,20150904,Adult,British,Male
3586,66,224.31096681096682,-0.3312623266956108,-0.24410129123337176,222.5,240.0,30.437783812428695,135.0,275.0,201.25,249.16666666666669,47.916666666666686,buriedhope,20110121,Youth,American,Male
3587,107,123.08411214953271,1.6361654870597293,2.6072696803493676,110.0,110.0,39.2133206185264,25.0,245.0,105.0,120.0,15.0,buzzl,20100723,Adult,Australian,Male
3588,38,187.23684210526315,0.03611063639576644,-1.8565207208551662,212.5,120.0,65.52116339920708,120.0,275.0,120.0,260.0,140.0,bwonderve,20080504,Adult,American,Male
3589,151,120.05203405865659,0.44585982375440286,-0.6315448610065975,102.85714285714286,95.0,51.22463634769469,25.0,235.00000000000003,95.0,170.0,75.0,cactusbin,20081230,Youth,American,Male
3590,88,114.94318181818181,0.4902419528410243,-0.6169849130170038,100.0,105.0,54.48765548247642,25.0,235.00000000000003,90.0,161.25,71.25,cactusbin,20081230,Youth,American,Male
3591,138,108.27536231884058,0.7253787084527632,0.9154135409478039,100.0,95.0,46.020437822042645,24.0,260.0,95.0,110.0,15.0,cactusbin,20081230,Youth,American,Male
3592,285,144.75389151817126,0.3536411413196424,1.677230210289311,140.0,120.0,30.768891690208292,24.98048399687744,235.00000000000003,120.0,160.0,40.0,calamity,20071011,Unknown,American,Female
3593,35,145.85714285714286,-1.096299736305822,1.857152719653734,155.0,155.0,48.865496361889925,25.0,265.0,147.5,162.5,15.0,camdixon,20130819,Adult,American,Male
3594,38,146.00877192982458,-0.43640020113119893,-0.15997004780626511,162.5,165.0,66.42779516013513,30.0,275.0,145.0,170.0,25.0,camdixon,20130819,Adult,American,Male
3595,78,145.1007326007326,-0.28747410996197503,-0.8620400226554046,160.0,160.0,78.16551194384523,22.857142857142858,275.0,63.75,195.0,131.25,camdixon,20130819,Adult,American,Male
3596,33,138.63636363636363,-0.624914915525964,-0.0831699716310621,155.0,155.0,58.88191479399394,30.0,275.0,135.0,170.0,35.0,camdixon,20130819,Adult,American,Male
3597,60,133.04285714285714,-0.02054580346917759,-1.0021541781028969,155.0,30.0,79.6731046554744,24.0,275.0,30.0,161.25,131.25,camdixon,20130819,Adult,American,Male
3598,54,146.64814814814815,-0.7605570576351911,0.5180066820040605,160.0,155.0,59.97596969632995,24.0,270.0,146.25,170.0,23.75,camdixon,20130819,Adult,American,Male
3599,47,134.82978723404256,-0.009465819381890284,-0.7840979317916581,155.0,160.0,78.03881171569236,25.0,275.0,35.0,165.0,130.0,camdixon,20130819,Adult,American,Male
3600,57,128.83208020050125,-1.4875421070913506e-05,-1.104027980762053,155.0,30.0,80.91511654242886,22.857142857142858,275.0,30.0,170.0,140.0,camdixon,20130819,Adult,American,Male
3601,71,121.96512407780013,-0.15975358992728303,-1.0379288026518287,150.0,30.0,70.91689881920485,22.857142857142858,275.0,30.0,165.0,135.0,camdixon,20130819,Adult,American,Male
3602,26,130.57692307692307,-0.9086157992874447,-0.9827176405669129,160.0,35.0,60.10130747132972,30.0,195.0,60.0,170.0,110.0,camdixon,20130819,Adult,American,Male
3603,23,156.95652173913044,-0.5890370138730087,0.9814586194725727,160.0,155.0,59.5406169447594,25.0,275.0,155.0,175.0,20.0,camdixon,20130819,Adult,American,Male
3604,67,122.50533049040511,-0.029258992715117213,-1.1366448804572464,155.0,25.0,77.34311970247336,22.857142857142858,275.0,30.0,162.5,132.5,camdixon,20130819,Adult,American,Male
3605,42,143.57142857142858,-0.4885055020151644,-0.10365834023733678,160.0,160.0,64.256607167091,30.0,275.0,140.0,170.0,30.0,camdixon,20130819,Adult,American,Male
3606,44,150.72727272727272,-0.8127527462258014,2.2550809355439636,160.0,160.0,50.23823409803788,30.0,275.0,150.0,165.0,15.0,camdixon,20130819,Adult,American,Male
3607,26,143.84615384615384,-0.8387780291930148,0.46323603443739003,160.0,155.0,56.82814329029662,35.0,270.0,155.0,170.0,15.0,camdixon,20130819,Adult,American,Male
3608,39,111.81196581196579,0.192855244535897,-1.3931947203317039,135.0,30.0,80.9419543301214,24.0,275.0,30.0,180.0,150.0,camdixon,20130819,Adult,American,Male
3609,39,169.48717948717947,0.5211104665813917,3.470720315857572,160.0,155.0,40.99397816619974,35.0,275.0,155.0,167.5,12.5,camdixon,20130819,Adult,American,Male
3610,48,129.61805555555557,-0.28822719998537555,-1.3999245591892742,162.5,195.0,76.74304738635978,25.0,265.0,35.0,195.0,160.0,camdixon,20130819,Adult,American,Male
3611,27,138.88888888888889,-0.5976645729246188,-0.00045921111461488806,155.0,35.0,60.06683520344671,30.0,275.0,147.5,167.5,20.0,camdixon,20130819,Adult,American,Male
3612,66,165.9848484848485,-0.948364227367825,1.163544972183411,170.0,195.0,57.98378479412255,25.0,270.0,150.0,195.0,45.0,camdixon,20130819,Adult,American,Male
3613,55,132.03030303030303,-0.6008208091601697,-0.923439938717733,155.0,195.0,66.5754610274633,25.0,270.0,37.5,185.0,147.5,camdixon,20130819,Adult,American,Male
3614,63,134.24338624338625,-0.1243396277922541,-0.6557291627022019,150.0,25.0,73.58799472551259,24.0,275.0,37.5,165.0,127.5,camdixon,20130819,Adult,American,Male
3615,66,140.22727272727272,-0.01712262701646458,-1.04217370836694,155.0,30.0,81.51701727052576,25.0,275.0,36.25,178.75,142.5,camdixon,20130819,Adult,American,Male
3616,60,128.73333333333332,-0.0011135411720302189,-1.1917700771303021,152.5,30.0,79.75724279197331,24.0,275.0,30.0,170.0,140.0,camdixon,20130819,Adult,American,Male
3617,27,148.39506172839506,-1.2764280918895865,0.3441332494186202,160.0,160.0,53.411365526290574,30.0,215.0,155.0,177.5,22.5,camdixon,20130819,Adult,American,Male
3618,42,150.45238095238096,-0.0666355776012274,-1.5163312421234836,160.0,270.0,92.95318903337272,24.0,270.0,41.25,233.75000000000003,192.50000000000003,camdixon,20130828,Adult,American,Male
3619,57,168.859649122807,-0.47695441518062986,-0.8991558004623874,170.0,145.0,80.08776733727734,25.0,275.0,140.0,240.0,100.0,camdixon,20130910,Adult,American,Male
3620,19,131.8421052631579,0.13747034891046322,-1.6530366601182116,120.0,30.0,93.69899351135824,25.0,275.0,35.0,232.5,197.5,camdixon,20141207,Adult,American,Male
3621,15,171.44444444444443,-0.6453853036444352,-1.1764160803985393,220.0,25.0,93.92839405566637,25.0,275.0,95.0,245.0,150.0,camdixon,20141207,Adult,American,Male
3628,13,219.6153846153846,-1.4957749367907085,0.6767084450021623,260.0,275.0,84.3860528592241,25.0,275.0,190.0,275.0,85.0,camdixon,20141207,Adult,American,Male
3630,13,145.76923076923077,-0.041506899984402046,-1.5648906441675168,160.0,35.0,92.54616631394454,30.0,270.0,45.0,220.0,175.0,camdixon,20141207,Adult,American,Male
3633,15,128.0,0.015435904133967686,-1.8016269066394333,175.00000000000003,25.0,96.76087363530088,25.0,270.0,27.5,212.5,185.0,camdixon,20141207,Adult,American,Male
3634,12,105.83333333333333,0.3796549209805359,-1.7895139359910595,32.5,25.0,93.93777491273443,25.0,240.0,25.0,206.25,181.25,camdixon,20141207,Adult,American,Male
3636,13,190.3846153846154,-1.0966533120858952,-0.23550348887516082,215.0,190.0,79.40794230916167,25.0,265.0,190.0,245.0,55.0,camdixon,20141207,Adult,American,Male
3639,16,161.25,-0.6476607601670756,-0.9637284562989583,175.0,25.0,82.50946915354625,25.0,260.0,127.5,228.75,101.25,camdixon,20141207,Adult,American,Male
3640,11,162.27272727272728,-0.2395431953757145,-1.693653132330647,170.0,270.0,105.34280914242096,25.0,275.0,40.0,270.0,230.0,camdixon,20141207,Adult,American,Male
3645,11,147.72727272727272,-0.1606774199387227,-1.9383967433142737,220.0,25.0,108.00596861376849,25.0,260.0,30.0,247.5,217.5,camdixon,20141207,Adult,American,Male
3646,12,128.75,0.23829443337197642,-1.8034490470311015,80.0,25.0,104.18583157032438,25.0,270.0,28.75,235.00000000000003,206.25000000000003,camdixon,20141207,Adult,American,Male
3649,11,42.27272727272727,0.8636305663660558,-0.9845633546316304,30.0,25.0,20.81996816472507,25.0,80.0,25.0,55.0,30.0,camdixon,20141207,Adult,American,Male
3650,18,164.72222222222223,-0.5064597073951485,-1.264305363270913,200.0,30.0,91.26384555875804,25.0,275.0,61.25,237.5,176.25,camdixon,20141207,Adult,American,Male
3652,11,151.8181818181818,-0.36964287161186005,-1.1437422660867491,165.0,25.0,86.55719935586282,25.0,270.0,87.5,210.0,122.5,camdixon,20141207,Adult,American,Male
3656,14,189.89795918367346,-1.0560895032136608,-0.10616199728986686,230.0,235.00000000000003,78.65341601012936,25.0,270.0,156.25,247.5,91.25,camdixon,20141207,Adult,American,Male
3657,14,165.64285714285714,-0.4013372655544123,-1.7033241800981587,230.0,25.0,106.6955663443942,24.0,270.0,32.5,260.0,227.5,camdixon,20141207,Adult,American,Male
3669,12,161.07142857142858,-0.5212451159917515,-1.4167473433523028,195.0,250.0,91.23887500909451,22.857142857142858,255.0,67.5,242.5,175.0,camdixon,20141207,Adult,American,Male
3670,24,189.33333333333334,-0.8960497394484496,-0.9949762606717374,245.0,25.0,98.95186820986365,24.0,275.0,120.0,261.25,141.25,camdixon,20141207,Adult,American,Male
3671,18,167.2222222222222,-0.5024763850770548,-1.2228358680416325,185.0,155.0,87.37954672110165,25.0,275.0,97.5,248.75,151.25,camdixon,20141207,Adult,American,Male
3672,12,167.91666666666666,-0.5047189507926934,-1.513332315021473,210.0,25.0,97.71255321377882,25.0,275.0,43.75,247.5,203.75,camdixon,20141207,Adult,American,Male
3674,11,184.0909090909091,-0.8390432667385221,-1.0739017429110804,225.0,25.0,97.27697526833043,25.0,275.0,112.5,257.5,145.0,camdixon,20141207,Adult,American,Male
3676,16,173.75,-0.666340926871536,-1.092192440469502,200.0,235.00000000000003,88.45019785167244,25.0,270.0,118.75,241.25000000000003,122.50000000000003,camdixon,20141207,Adult,American,Male
3677,12,152.08333333333334,-0.2620985436345938,-1.4868195763496064,170.0,220.0,90.310998161292,25.0,270.0,43.75,222.5,178.75,camdixon,20141207,Adult,American,Male
3683,11,122.66233766233766,0.3999575117216433,-1.691849524521444,40.0,25.0,107.99577866977397,25.0,270.0,25.0,247.5,222.5,camdixon,20141207,Adult,American,Male
3684,15,136.33333333333334,0.10172716314714655,-1.7629314209121103,150.0,30.0,104.29871630189041,25.0,275.0,30.0,232.5,202.5,camdixon,20141207,Adult,American,Male
3687,12,92.83333333333333,0.8345414361106909,-0.9620776721539701,40.0,25.0,83.34649895999765,24.0,260.0,28.75,176.25000000000003,147.50000000000003,camdixon,20141207,Adult,American,Male
3688,11,175.0,-0.7875455260133228,-1.0693577991982341,205.00000000000003,25.0,90.1513878277685,25.0,265.0,115.0,247.5,132.5,camdixon,20141207,Adult,American,Male
3689,12,121.3888888888889,0.33778361133162904,-1.6358029928911855,85.0,30.0,98.18688089682303,25.0,265.0,30.0,231.25,201.25,camdixon,20141207,Adult,American,Male
3690,12,142.08333333333334,-0.3355593883013182,-1.528431825625788,162.5,25.0,86.90172450660701,25.0,255.0,30.0,221.25,191.25,camdixon,20141207,Adult,American,Male
3693,14,137.14285714285714,-0.13137466762791075,-1.8038070867904645,175.0,25.0,97.13235237319758,25.0,255.0,26.25,233.75,207.5,camdixon,20141207,Adult,American,Male
3695,18,158.44444444444446,-0.2509867648976734,-1.4067807857150716,157.5,25.0,93.58313132790441,25.0,270.0,56.5,256.25,199.75,camdixon,20141207,Adult,American,Male
3702,169,95.11270780501549,0.014475224860848583,1.1770491758824209,105.0,110.0,35.74571797140426,25.0,225.0,80.0,115.0,35.0,catchercradle,20130201,Adult,British,Male
3703,137,93.54014598540147,0.629160718701106,1.4765015805484998,100.0,100.0,42.77833113361516,25.0,260.0,70.0,110.0,40.0,catchercradle,20130201,Adult,British,Male
3704,192,92.16145833333333,0.07297671022017124,1.6751269893537248,100.0,110.0,33.80227393051042,25.0,215.0,78.75,110.0,31.25,catchercradle,20130201,Adult,British,Male
3705,195,96.25641025641026,-0.08554699711285293,1.7469319135363461,100.0,100.0,33.60152465154837,25.0,220.0,90.0,115.0,25.0,catchercradle,20130201,Adult,British,Male
3706,205,95.0,0.1498591468861663,2.081397201027535,100.0,100.0,32.32080052135874,25.0,215.0,90.0,110.0,20.0,catchercradle,20130202,Adult,British,Male
3707,182,102.67399267399269,0.4198780330730454,0.9150715766390132,100.0,100.0,38.682025433381355,25.0,220.0,85.0,120.0,35.0,catchercradle,20130202,Adult,British,Male
3708,149,92.49440715883668,0.5762438022459931,1.1762328486939069,95.0,100.0,38.51775700651059,25.0,215.0,75.0,110.0,35.0,catchercradle,20130202,Adult,British,Male
3709,200,102.075,0.62578305589492,0.20079111608479572,95.0,95.0,44.66619946894968,25.0,220.0,85.0,115.0,30.0,catchercradle,20130202,Adult,British,Male
3710,203,96.59441707717569,-0.05022007087948223,0.8143674497279627,100.0,100.0,35.860799898751814,25.0,210.0,90.0,115.0,25.0,catchercradle,20130202,Adult,British,Male
3711,173,93.28654004954583,0.7369269057887906,3.604843742205774,95.0,95.0,31.746360823411198,28.57142857142857,225.0,90.0,105.0,15.0,catchercradle,20130202,Adult,British,Male
3712,168,99.25595238095238,-0.36165438836734304,0.949667286580024,105.0,110.0,32.88978655764212,25.0,200.0,88.75,115.0,26.25,catchercradle,20130204,Adult,British,Male
3713,144,91.52777777777777,0.20530467970734637,1.3233750264980042,95.0,95.0,34.07706181546919,25.0,205.00000000000003,78.75,105.0,26.25,catchercradle,20130206,Adult,British,Male
3714,125,129.64,0.9620093568122938,2.2516464737141186,125.0,120.0,32.60169320756209,25.0,260.0,110.0,140.0,30.0,catchercradle,20130708,Adult,British,Male
3715,144,121.77083333333333,1.320890283713682,5.867873316212336,120.0,105.0,25.52550977562555,30.0,235.00000000000003,105.0,135.0,30.0,catchercradle,20130708,Adult,British,Male
3716,130,119.1923076923077,0.9493091011222328,5.333918242814795,115.0,120.0,29.79289955518471,30.0,265.0,105.0,130.0,25.0,catchercradle,20130708,Adult,British,Male
3717,191,106.15183246073299,1.2122091764704221,5.62171559902859,100.0,100.0,23.601911899953933,30.0,210.0,95.0,115.0,20.0,catchercradle,20130708,Adult,British,Male
3718,109,107.20183486238533,0.8179964887780532,3.576268571003478,105.0,100.0,30.208990646814655,30.0,210.0,95.0,115.0,20.0,catchercradle,20130708,Adult,British,Male
3719,118,108.09322033898304,3.0973527073233824,13.572630958630654,105.0,100.0,18.865261451393057,75.0,210.0,100.0,115.0,15.0,catchercradle,20130708,Adult,British,Male
3720,97,127.88659793814433,1.3466994955057168,0.7989614412187414,110.0,105.0,41.84430550097546,80.0,255.0,100.0,135.0,35.0,catlow,20121117,Adult,British,Male
3721,92,190.27691511387164,-0.15941296353571333,-1.6693827593999315,215.0,140.0,46.37839404037788,120.0,265.0,140.0,228.92857142857142,88.92857142857142,cawka,20090831,Youth,Other,Male
3722,86,193.02602436323366,-0.36111701103616317,-1.395520687222386,205.00000000000003,140.0,41.1488127181389,120.0,265.0,140.0,223.75,83.75,cawka,20090831,Youth,Other,Male
3723,121,185.12396694214877,-0.9480376091926619,-0.5003040062963602,225.0,225.0,75.77277583550104,25.0,275.0,120.0,240.0,120.0,ccr,20091230,Adult,Other,Male
3724,140,169.91326530612247,-0.5970791154525958,-1.258555212326171,225.0,240.0,88.06146259456543,22.857142857142858,275.0,115.0,245.0,130.0,ccr1,20091230,Adult,Other,Male
3725,70,163.64285714285714,-0.6883330201487892,-0.5898966298796915,180.0,200.0,52.30351960686112,45.0,275.0,125.0,200.0,75.0,ccrawford,20100709,Adult,American,Male
3726,155,61.645071035196146,1.3593500107219871,0.69957172605756,25.0,25.0,53.303881416540335,20.0836820083682,205.00000000000003,25.0,85.0,60.0,cebidae,20080522,Adult,Australian,Male
3727,180,66.48798465224039,1.1394504939609953,0.21355715257969576,30.0,25.0,53.56261508426876,21.4190093708166,200.0,25.0,90.0,65.0,cebidae,20080522,Adult,Australian,Male
3728,13,150.76923076923077,1.793921828435791,1.4886734576267848,135.0,135.0,45.185351346773444,115.0,260.0,130.0,140.0,10.0,cfranklin,20101104,Youth,British,Male
3729,17,146.47058823529412,1.153022250804419,0.024835068213295397,135.0,135.0,30.42660918855078,115.0,215.0,125.0,160.0,35.0,cfranklin,20101104,Youth,British,Male
3730,20,138.75,1.6349585507669926,1.1737476241674853,125.0,120.0,34.310166131920724,110.0,220.0,120.0,140.0,20.0,cfranklin,20101104,Youth,British,Male
3731,26,155.76923076923077,0.6079586114255483,-0.23038279395848216,157.5,110.0,39.5088185796808,105.0,250.0,122.5,175.00000000000003,52.50000000000003,ch,20130109,Adult,European,Male
3732,67,106.04477611940298,0.19498066180914825,-1.0791023699053404,105.0,100.0,9.982720647050163,90.0,125.0,100.0,115.0,15.0,chainz,20090527,Adult,Other,Male
3733,161,108.38754813386558,1.7217426494460493,5.200990268600453,100.0,100.0,33.220339959893884,25.0,250.0,90.0,120.0,30.0,chandrashekhar,20121027,Youth,Indian,Male
3734,406,95.97784396014289,0.5255620492590976,-0.2933693789093055,115.0,120.0,51.99851351384145,36.21958121109225,265.0,40.0,120.0,80.0,chaoslawful,20120215,Adult,Other,Male
3735,131,151.1208407014588,1.2149376848848448,-0.21074769372131374,120.0,120.0,51.261680572056726,99.68847352024922,275.0,120.0,185.0,65.0,chocoholic,20070523,Unknown,American,Female
3736,2244,160.9974940365327,0.605512302087546,-1.1593762537109875,120.0,120.0,50.1901527953167,33.19502074688797,275.0,120.0,210.0,90.0,chocoholic,20070524,Unknown,American,Female
3737,3732,164.85704593646733,0.5747948408299125,-1.2103551045051275,122.95869356388089,120.0,51.84894848342078,98.15950920245399,275.0,120.0,215.0,95.0,chocoholic,20070612,Unknown,American,Female
3738,2963,175.05789893503496,0.19023503521573862,-1.4328205261699691,175.00000000000003,120.0,51.670015020855075,33.333333333333336,275.0,120.0,225.0,105.0,chocoholic,20080420,Unknown,American,Female
3739,14,217.61904761904762,-1.290520787453876,0.2721905472849526,245.0,255.0,67.23187277291396,66.66666666666667,275.0,200.0,266.25,66.25,chris,20090325,Adult,American,Male
3740,88,222.5487012987013,-0.6313585849672072,-0.35414937041696515,225.0,275.0,43.376693244947226,120.0,275.0,195.0,265.0,70.0,chris,20090701,Adult,American,Male
3741,155,131.86973886328727,0.7207599465588538,-0.3046801313263381,100.0,90.0,47.86478286982468,80.0,275.0,90.0,170.0,80.0,chris21,20091001,Adult,Other,Female
3742,159,109.31865828092243,0.5117295134039771,-0.2673689771258143,95.0,35.0,50.99609261298049,25.0,250.0,85.0,152.5,67.5,chrisconner,20101026,Adult,American,Male
3743,102,155.4248366013072,-0.21531535342983393,-1.295801272048045,185.0,70.0,75.70103962676093,25.0,275.0,70.0,207.5,137.5,chrisdittmar,20130108,Adult,American,Male
3744,114,153.1331533963113,-0.1283120478985215,-1.5007405296715175,182.5,70.0,81.16520341300294,25.0,275.0,70.0,225.0,155.0,chrisdittmar,20130108,Adult,American,Male
3745,114,118.62078679906699,3.0117564469341187,9.448365378014701,110.0,105.0,28.741916659225513,73.84615384615384,250.0,105.0,120.0,15.0,chrisspen,20120505,Adult,American,Male
3746,155,107.64387096774196,2.2244488254932726,13.551301351187107,105.0,105.0,23.571445243430727,45.0,245.0,96.73076923076923,117.60000000000001,20.869230769230782,chrisspen,20120505,Adult,American,Male
3747,224,122.27275959684748,1.7008018928705113,2.179748771313867,110.0,125.0,49.51414635262692,45.0,276.2022194821208,90.0,130.0,40.0,chrisspen,20120505,Adult,American,Male
3748,187,111.09835875421386,1.501793165550572,3.1094377479395714,110.0,90.0,43.20154913896632,25.0,260.0,90.0,120.0,30.0,chrisspen,20120505,Adult,American,Male
3749,92,119.97906744507604,2.496680655673284,6.5843063220970155,110.0,110.0,35.75625915491329,45.0,245.0,105.0,125.0,20.0,chrisspen,20120505,Adult,American,Male
3750,173,141.10472725523542,0.7146558975683418,-0.8198449234906633,120.0,105.0,58.018385722677706,21.101219914276296,245.88364434687153,105.0,218.18181818181816,113.18181818181816,chrisspen,20120505,Adult,American,Male
3751,145,126.56309208033345,1.3630968462074402,1.9498555660527401,115.0,105.0,55.416170078338766,25.0,275.0,105.0,135.0,30.0,chrisspen,20120505,Adult,American,Male
3752,73,116.48727984344421,2.4852115959716015,6.070765114143937,105.0,100.0,38.688983980897014,68.57142857142857,265.0,100.0,120.0,20.0,chrisspen,20120505,Adult,American,Male
3753,263,157.67470090242153,0.6546331037149172,-1.2689425307463056,120.0,120.0,65.97652793159308,30.0,275.0,110.0,235.00000000000003,125.00000000000003,chrisspen,20120505,Adult,American,Male
3754,132,125.71375291375291,1.9523975472693809,3.2675156532790197,110.0,105.0,52.81564452719418,24.615384615384617,275.0,100.0,125.0,25.0,chrisspen,20120505,Adult,American,Male
3755,103,107.86407766990291,1.7972956635831496,5.201723340976894,100.0,100.0,35.13221864978218,40.0,245.0,90.0,120.0,30.0,chrisspen,20120511,Adult,American,Male
3756,252,105.20181405895691,2.4380817167861566,10.71876795720847,95.0,90.0,35.995228795040624,25.0,275.0,90.0,120.0,30.0,chrisspen,20120724,Adult,American,Male
3757,185,145.2805662805663,-0.5291036993797095,-0.2454534910079622,175.00000000000003,175.00000000000003,46.944120162379406,25.0,250.0,105.0,175.00000000000003,70.00000000000003,chrisspen,20120826,Adult,American,Male
3758,206,155.4902912621359,-0.1544500200065195,-0.6754434483877554,175.00000000000003,175.00000000000003,40.852058484725575,80.0,260.0,111.25,175.00000000000003,63.75000000000003,chrisspen,20120826,Adult,American,Male
3759,191,145.05759162303664,-0.26875171434636075,-0.6511246591114088,175.00000000000003,175.00000000000003,40.96134827621975,26.666666666666668,240.0,105.0,175.00000000000003,70.00000000000003,chrisspen,20120826,Adult,American,Male
3760,206,149.2233009708738,0.13601265096551773,-0.637459533707216,175.00000000000003,175.00000000000003,42.23771502263546,40.0,260.0,110.0,175.00000000000003,65.00000000000003,chrisspen,20120826,Adult,American,Male
3761,215,121.36345514950165,0.15686567931456147,-0.6087784549176498,105.0,175.00000000000003,56.9190211793929,25.0,250.0,95.0,175.00000000000003,80.00000000000003,chrisspen,20120826,Adult,American,Male
3762,239,131.54114365411436,0.03986149415416811,-0.5388975614836871,115.0,175.00000000000003,54.05077123523293,25.0,275.0,95.0,175.00000000000003,80.00000000000003,chrisspen,20120826,Adult,American,Male
3763,74,187.90540540540542,-0.8040117148478673,-0.10096935661146089,200.0,200.0,37.389537819410926,100.0,260.0,195.0,203.75000000000003,8.750000000000028,cj5,20090115,Adult,American,Male
3764,162,149.69135802469137,1.2421827944510788,-0.1903400023172388,120.0,120.0,48.74882511412578,115.0,275.0,120.0,178.75,58.75,cjnichol,20101217,Adult,Other,Male
3765,34,152.2058823529412,3.441316857033008,14.080904091957024,145.0,135.0,25.09368260288622,130.0,275.0,136.25,155.0,18.75,clarkjc,20120805,Adult,American,Male
3766,31,146.4516129032258,0.22997454861642003,2.4738668516779603,145.0,150.0,48.529896811092826,40.0,275.0,135.0,155.0,20.0,clarkjc,20120805,Adult,American,Male
3767,39,149.7863247863248,0.0947958928863003,8.254194624097218,150.0,145.0,31.650196992810137,40.0,275.0,142.5,160.0,17.5,clarkjc,20120805,Adult,American,Male
3768,41,143.57723577235774,-2.3799787454160577,10.983812327228781,145.0,145.0,15.929047351948496,66.66666666666667,175.00000000000003,135.0,150.0,15.0,clarkjc,20120805,Adult,American,Male
3769,83,219.09925415949513,-1.0599289957941769,0.4093850342805343,235.00000000000003,235.00000000000003,36.790906640079236,120.0,275.0,200.0,235.00000000000003,35.00000000000003,clarkjc,20120806,Adult,American,Male
3770,124,123.93087557603687,1.367845863758122,0.08373343694828028,90.0,90.0,57.68716421382867,88.0,275.0,90.0,131.25,41.25,class06408,20121210,Adult,American,Male
3771,38,166.2544711292795,-1.0247900959630754,-0.07664959927579895,180.0,85.0,42.8558616454934,77.66990291262135,240.0,165.0,193.75,28.75,cliche,20080713,Adult,Other,Male
3772,55,178.54545454545453,-0.82389879542586,1.0693963160604314,185.0,185.0,49.181230041853894,40.0,275.0,165.0,202.5,37.5,cliche,20080713,Adult,Other,Male
3773,142,116.90140845070422,1.6112263439009176,2.769692160865887,105.0,105.0,32.753520369691806,35.0,225.0,100.0,120.0,20.0,closet,20080526,Adult,American,Male
3774,133,124.47368421052632,1.5711262146759595,2.0643560658739366,110.0,100.0,40.04820008484296,25.0,250.0,100.0,130.0,30.0,closet,20080526,Adult,American,Male
3775,226,154.31503067350738,0.298019495234205,-1.1595240995639102,140.0,115.0,63.402694521485806,30.0,275.0,100.0,215.0,115.0,cloudmountain,20080420,Unknown,American,Male
3776,3647,138.59075947697573,0.8499173092921907,-0.4203172386356231,120.0,100.0,50.96232636504237,33.264033264033266,275.0,100.0,175.00000000000003,75.00000000000003,cloudmountain,20080420,Unknown,American,Male
3778,16399,124.06152814195987,-0.025423997290969103,-1.6117008819914753,130.0,30.0,80.66441461081487,25.0,275.0,35.0,195.0,160.0,cmu,20000000,Adult,Other,Male
3779,13156,119.89434478564914,-0.21995649577138968,0.29177395487401503,135.0,30.0,53.39806394850634,25.0,275.0,105.0,150.0,45.0,cmu,20000000,Unknown,Other,not_specified
3780,6325,207.0355995373634,-1.2204664022369887,1.4131420745588388,220.0,230.0,51.95218344866017,20.512820512820515,277.3075372833535,180.0,245.0,65.0,cmu,20000000,Unknown,Other,not_specified
3781,18910,175.94269690716175,-2.3350528818131404,6.8621081626705305,180.0,175.00000000000003,37.85909231385371,22.22222222222222,275.0,170.0,195.0,25.0,cmu,20000000,Unknown,Other,not_specified
3782,15260,109.14652613276786,-1.5192630506700733,4.74856757386388,110.0,110.0,23.329775046475927,20.50624799743672,275.0,100.0,120.0,20.0,cmu,20000000,Unknown,Other,not_specified
3783,14527,140.7434430656807,0.8936932883390237,4.331500813456947,135.0,135.0,37.24144786724401,20.50624799743672,276.65706051873195,125.0,150.0,25.0,cmu,20000000,Unknown,Other,not_specified
3784,16837,153.32326400487236,-0.34901056658850477,-0.64741484784264,165.0,185.0,50.21618798487793,20.689655172413794,275.0,110.0,195.0,85.0,cmu,20000000,Unknown,Other,not_specified
3785,14858,161.70263805702442,-1.853493724735925,2.647803211445395,170.0,170.0,48.10092673057238,22.191400832177532,275.0,160.0,185.0,25.0,cmu,20000000,Unknown,Other,not_specified
3786,51,119.6078431372549,0.38667557912732053,-1.4989346512191104,110.0,25.0,89.0353704624581,25.0,265.0,35.0,222.5,187.5,colins5286,20101118,Adult,British,Male
3787,43,160.4485049833887,-0.25145180284558993,-1.523605057928618,135.0,25.0,89.71796012850852,25.0,270.0,105.0,247.5,142.5,colins5286,20101118,Adult,British,Male
3788,39,153.5897435897436,-0.29848793176997634,-1.501432698132769,205.00000000000003,30.0,85.95577812015867,30.0,275.0,70.0,227.5,157.5,colins5286,20101118,Adult,British,Male
3789,18,62.93650793650794,2.073447992242737,2.849965504883291,40.0,40.0,61.79013604183543,22.857142857142858,240.0,35.0,43.75,8.75,colins5286,20101118,Adult,British,Male
3790,37,169.86486486486487,-0.5872983490583107,-1.3294404125642774,225.0,235.00000000000003,87.14298972042542,25.0,270.0,105.0,235.00000000000003,130.00000000000003,colins5286,20101118,Adult,British,Male
